date,open_w,high_w,low_w,close_w,rsi14_w,rsi3_w,sma9_rsi_w,wma45_rsi_w,ema45_rsi_w,sma3_rsi3_w,ema20_sma3_w,cfg_w,cfg_sma4_w,cfg_sma9_w,cfg_ema20_w,cfg_ema45_w,cfg_wma45_w,the_number_w,the_number_hl_w,the_number_ll_w,sma9_close_w,sma4_w,sma9_w,sma18_w,wma45_close_w,cci_w,cci_ema20_w,aroon_up_w,aroon_down_w
2024-12-19,142.000000,144.400000,135.000000,135.000000,42.080094,11.156340,50.883108,57.857729,58.606295,21.633028,45.602176,-0.259020,13.510943,39.285781,39.351957,49.077380,44.785881,136.086154,141.608462,130.563846,148.288889,141.100000,148.288889,149.500000,149.861932,-110.947491,-16.173834,4.000000,28.000000
2024-12-26,135.400000,141.400000,135.200000,137.800000,44.369400,32.968590,49.296486,57.024733,57.987299,22.567826,43.408429,8.288222,11.308053,31.558414,36.393506,47.303939,42.766160,136.188462,141.708462,130.668462,146.066667,139.600000,146.066667,148.766667,149.544734,-98.148148,-23.980911,72.000000,24.000000
2025-01-02,137.800000,142.400000,137.600000,139.200000,45.528706,43.392067,47.320234,56.264581,57.445622,29.172332,42.052610,11.386070,9.310730,23.343510,34.011846,45.742292,40.953708,136.488462,141.965385,131.011538,143.022222,138.450000,143.022222,148.233333,149.238647,-72.547032,-28.606256,68.000000,20.000000
2025-01-09,140.000000,141.400000,136.000000,137.400000,44.251841,33.381196,45.789714,55.475399,56.871979,36.580618,41.531468,22.805935,10.555302,18.474554,32.944616,44.745059,39.705076,136.685769,142.086154,131.285385,140.511111,137.350000,140.511111,147.666667,148.810435,-73.566294,-32.888165,64.000000,16.000000
2025-01-16,136.200000,141.400000,136.000000,139.800000,46.409921,54.414856,45.665040,54.814350,56.417107,43.729373,41.740792,42.607309,21.271884,18.120934,33.864873,44.652114,39.376804,136.458077,141.643846,131.272308,140.066667,138.550000,140.066667,147.377778,148.458164,-59.637913,-35.435760,60.000000,12.000000
2025-01-23,139.000000,163.600000,139.000000,160.800000,60.733509,91.138152,47.243749,54.809990,56.604776,59.644734,43.445930,73.853113,37.663107,23.664936,37.673276,45.921722,40.463930,136.781538,142.236923,131.326154,142.155556,144.300000,142.155556,148.055556,148.993043,62.442116,-26.114057,56.000000,8.000000
2025-01-30,160.000000,165.800000,152.200000,156.200000,57.131333,72.063262,48.289697,54.671172,56.627670,72.538757,46.216675,81.952291,55.304662,30.870770,41.890325,47.488269,41.931746,137.354231,142.923846,131.784615,143.533333,148.550000,143.533333,148.400000,149.288502,93.010620,-14.768850,52.000000,4.000000
2025-02-06,159.800000,161.000000,148.800000,150.200000,52.737586,51.127080,48.847451,54.370295,56.458536,71.442831,48.619166,76.462620,68.718833,37.213799,45.182925,48.748023,43.191883,137.628077,143.163077,132.093077,144.244444,151.750000,144.244444,148.411111,149.302609,69.169702,-6.774702,48.000000,72.000000
2025-02-13,150.600000,173.000000,150.600000,165.000000,60.755089,76.446135,50.444164,54.453778,56.645343,66.545492,50.326435,80.915908,78.295983,44.223605,48.586066,50.146627,44.685143,138.727692,144.400000,133.055385,146.822222,158.050000,146.822222,149.166667,149.961932,159.807644,9.090283,44.000000,68.000000
2025-02-20,163.800000,166.000000,154.600000,155.600000,54.438532,51.183970,51.817324,54.290977,56.549394,59.585728,51.208273,71.944166,77.818746,52.246182,50.810647,51.094346,45.820399,140.214615,145.940769,134.488462,149.111111,156.750000,149.111111,148.700000,150.202512,103.690446,18.099823,40.000000,64.000000
2025-02-27,155.000000,165.000000,150.400000,163.400000,58.311676,65.410926,53.366466,54.306127,56.626015,64.347010,52.459581,78.289286,76.902995,60.024077,53.427660,52.276735,47.226218,141.613846,147.501538,135.726154,151.955556,158.550000,151.955556,149.011111,150.752657,91.137340,25.055777,36.000000,60.000000
2025-03-06,162.600000,162.600000,139.800000,142.600000,46.869477,30.202283,53.515440,53.831305,56.201818,48.932393,52.123658,50.273164,70.355631,64.344866,53.127232,52.189623,47.395453,142.551923,148.753077,136.350769,152.333333,156.650000,152.333333,147.677778,150.366184,1.596351,22.821546,32.000000,56.000000
2025-03-13,143.000000,151.000000,135.800000,146.800000,49.043789,39.986482,54.047879,53.472455,55.890599,45.199897,51.464252,49.991845,62.624615,67.365522,52.828624,52.094067,47.546344,143.163462,149.533846,136.793077,153.377778,152.100000,153.377778,146.944444,150.158841,-29.723502,17.817255,28.000000,52.000000
2025-03-20,149.000000,149.800000,140.600000,145.000000,48.134623,36.680966,54.239513,53.090732,55.553383,35.623244,49.955585,37.347946,53.975560,66.781149,51.354273,51.452932,47.136884,143.920385,150.296923,137.543846,153.955556,149.450000,153.955556,147.011111,149.861836,-27.539173,13.497596,24.000000,48.000000
2025-03-27,145.000000,157.600000,142.000000,149.800000,50.756208,52.415438,53.130924,52.843704,55.344810,43.027629,49.295780,33.050328,42.665820,62.247506,49.611041,50.652818,46.551089,144.930385,151.530769,138.330000,152.733333,146.050000,152.733333,147.444444,149.773527,4.587353,12.649001,20.000000,44.000000
2025-04-03,148.200000,148.600000,145.400000,147.000000,49.194135,43.054055,52.249013,52.551444,55.077390,44.050153,48.796196,36.112956,39.125768,57.154246,48.325509,50.020650,46.123141,145.741923,152.312308,139.171538,151.711111,147.150000,151.711111,147.622222,149.575459,-28.710755,8.709977,16.000000,40.000000
2025-04-10,138.800000,140.800000,119.200000,138.600000,44.745122,23.869870,51.360961,52.091038,54.628161,39.779788,47.937491,31.787323,34.574638,52.190325,46.750443,49.227897,45.538027,145.797692,152.730769,138.864615,150.422222,145.100000,150.422222,147.333333,149.031498,-152.087432,-6.604062,12.000000,100.000000
2025-04-17,138.600000,142.400000,135.000000,135.200000,43.048095,18.787289,49.393517,51.580371,54.124679,28.570405,46.093006,10.863411,27.953504,44.406714,43.332631,47.559876,44.066252,146.241923,153.223846,139.260000,147.111111,142.650000,147.111111,146.966667,148.358261,-107.986111,-16.259496,8.000000,96.000000
2025-04-24,135.000000,137.400000,132.200000,133.800000,42.336083,16.603662,48.048801,51.058970,53.612132,19.753607,43.584492,7.651158,21.603712,37.263046,39.934395,45.824714,42.478895,146.006538,152.617692,139.395385,144.688889,138.650000,144.688889,146.900000,147.638068,-127.227414,-26.827869,4.000000,92.000000
2025-05-01,134.600000,138.200000,131.600000,133.000000,41.909511,15.099388,46.226338,50.541484,53.103322,16.830113,41.036456,0.427948,12.682460,28.611786,36.171877,43.850942,40.620327,145.453462,151.911538,138.995385,141.311111,135.150000,141.311111,146.633333,146.902995,-108.352668,-34.592135,56.000000,88.000000
2025-05-08,133.000000,133.000000,128.000000,128.400000,39.448225,8.476061,45.401755,49.941443,52.509622,13.393037,38.403749,5.971784,6.228575,23.689411,33.295677,42.204022,39.054542,144.833077,151.154615,138.511538,139.733333,132.600000,139.733333,146.033333,145.993430,-121.732746,-42.891241,52.000000,84.000000
2025-05-15,130.000000,132.600000,126.000000,129.400000,40.269470,19.929198,44.426830,49.405012,51.977442,14.501549,36.127349,5.727230,4.944530,18.771120,30.670111,40.618074,37.532761,143.895000,149.890000,137.900000,137.800000,131.150000,137.800000,145.588889,145.160580,-104.425557,-48.751652,48.000000,80.000000
2025-05-22,129.400000,132.200000,120.400000,120.600000,35.683038,7.515280,43.043321,48.698520,51.268989,11.973513,33.826984,-0.478072,2.912223,14.568230,27.703617,38.831285,35.810601,142.873462,148.878462,136.868462,135.088889,127.850000,135.088889,144.522222,143.984541,-119.672969,-55.506063,44.000000,76.000000
2025-05-29,120.600000,125.000000,112.000000,124.000000,38.593067,32.046468,41.691861,48.149144,50.717862,19.830316,32.493968,7.667175,4.722029,11.747879,25.795385,37.476324,34.510288,141.504615,147.467692,135.541538,132.222222,125.600000,132.222222,142.477778,142.999807,-131.455887,-62.739380,40.000000,100.000000
2025-06-05,124.000000,124.200000,114.600000,116.400000,34.802520,16.961603,40.092792,47.459754,50.025891,18.841117,31.193696,4.449502,4.341459,8.229718,23.762443,36.040375,33.113347,140.350769,146.058462,134.643077,128.822222,122.600000,128.822222,140.266667,141.720580,-133.274816,-69.457040,36.000000,96.000000
2025-06-12,117.800000,119.000000,110.200000,110.800000,32.286185,11.156984,38.708466,46.685986,49.254599,20.055018,30.132870,7.596082,4.808672,5.541802,22.222790,34.803667,31.877738,139.224615,144.804615,133.644615,125.733333,117.950000,125.733333,138.077778,140.236135,-147.281831,-76.868925,32.000000,100.000000
2025-06-19,100.200000,111.400000,100.200000,107.000000,30.665892,8.274655,37.332666,45.865465,48.446395,12.131081,28.418414,-0.251123,4.865409,4.306854,20.082417,33.279546,30.311192,137.552308,143.144615,131.960000,122.600000,114.550000,122.600000,134.855556,138.624348,-160.874422,-84.869449,28.000000,100.000000
2025-06-26,105.800000,128.200000,105.800000,126.000000,45.416046,68.775124,37.674884,45.705842,48.314640,29.402254,28.512113,32.482217,11.069169,7.065860,21.263351,33.244879,30.173995,136.043846,141.744615,130.343077,121.733333,115.050000,121.733333,133.211111,137.870531,-57.890793,-82.300053,24.000000,96.000000
2025-07-03,128.400000,130.000000,123.000000,125.000000,44.874937,65.371098,38.004376,45.530716,48.165088,47.473626,30.317971,50.439053,22.566557,12.622650,24.041989,33.992452,30.795022,135.090000,140.816923,129.363077,120.844444,117.200000,120.844444,131.077778,137.091981,-5.679436,-75.002851,20.000000,92.000000
2025-07-10,125.000000,126.900000,122.000000,124.700000,44.702863,63.946826,38.588224,45.359316,48.014557,66.031016,33.719214,71.285654,38.488950,19.879746,28.541386,35.613896,32.295234,134.787692,140.104615,129.470769,120.433333,120.675000,120.433333,130.083333,136.325507,-5.494505,-68.383009,16.000000,88.000000
2025-07-17,124.700000,125.700000,117.000000,118.500000,41.187776,38.167818,38.690258,45.045121,47.717740,55.828581,35.824868,56.746887,52.738453,25.548597,31.227624,36.532721,33.125372,134.086154,139.427692,128.744615,119.222222,123.550000,119.222222,128.511111,135.312754,-38.181818,-65.506705,12.000000,84.000000
2025-07-24,118.600000,119.800000,113.100000,114.200000,38.902991,26.890349,39.048031,44.644259,47.334490,43.001664,36.508372,46.221618,56.173303,30.737452,32.655623,36.953978,33.473027,133.263077,138.595385,127.930769,118.511111,120.600000,118.511111,126.800000,134.141159,-73.401181,-66.258560,8.000000,80.000000
2025-07-31,117.500000,117.500000,107.600000,108.000000,35.817789,16.406146,38.739667,44.122454,46.833764,27.154771,35.617553,24.379493,49.658413,32.594376,31.867420,36.407261,32.850040,132.226923,137.626154,126.827692,116.733333,116.350000,116.733333,124.477778,132.729758,-109.363548,-70.363797,4.000000,76.000000
2025-08-07,108.600000,114.400000,105.800000,111.500000,38.769861,37.154397,39.180482,43.747270,46.483159,26.816964,34.779402,30.784305,39.533076,35.520465,31.764266,36.162785,32.513519,131.198462,136.649231,125.747692,116.188889,113.050000,116.188889,122.505556,131.509758,-100.505644,-73.234449,4.000000,72.000000
2025-08-14,111.500000,112.000000,105.700000,106.700000,36.303702,24.595964,39.626873,43.281102,46.040574,26.052169,33.948237,30.069686,32.863775,38.017532,31.602878,35.897867,32.158902,130.070769,135.456923,124.684615,115.733333,110.100000,115.733333,120.733333,130.118261,-108.094145,-76.554420,4.000000,68.000000
2025-08-21,107.000000,114.900000,106.700000,107.600000,37.111466,31.141914,40.343048,42.868678,45.652352,30.964092,33.664032,37.409666,30.660787,42.202064,32.155905,35.963598,32.151260,129.019231,134.307692,123.730769,115.800000,108.450000,115.800000,119.200000,128.807729,-77.698446,-76.663375,4.000000,64.000000
2025-08-28,108.000000,109.400000,106.300000,106.300000,36.393539,26.211704,39.340547,42.443797,45.249795,27.316527,33.059508,18.294021,29.139419,40.625598,30.835726,35.195355,31.345660,128.218462,133.256923,123.180000,113.611111,108.025000,113.611111,117.672222,127.482995,-91.972445,-78.121382,12.000000,60.000000
2025-09-04,106.400000,108.400000,104.600000,106.400000,36.495309,27.535417,38.409477,42.049987,44.869165,28.296345,32.605873,19.916717,26.422522,37.234227,29.795820,34.531066,30.676940,127.341538,132.149231,122.533846,111.544444,106.750000,111.544444,116.194444,126.218357,-88.866540,-79.144730,8.000000,56.000000
2025-09-11,106.200000,106.500000,102.900000,106.000000,36.245495,24.859626,37.469770,41.666721,44.494223,26.202249,31.996004,17.744881,23.341321,31.285252,28.648112,33.801232,29.969750,126.538462,131.204615,121.872308,109.466667,106.575000,109.466667,114.950000,124.985990,-91.924959,-80.361895,4.000000,52.000000
2025-09-18,106.000000,110.300000,104.000000,110.100000,40.724323,69.872584,37.418275,41.504340,44.330314,40.755876,32.830278,40.292423,24.062010,29.456979,29.757094,34.083458,30.308179,126.181538,130.706154,121.656923,108.533333,107.200000,108.533333,113.877778,123.990435,-51.283485,-77.592522,4.000000,48.000000
2025-09-25,112.000000,119.900000,110.900000,117.100000,47.504962,88.111462,38.374050,41.653486,44.468343,60.947891,35.508146,69.549861,36.875971,32.049006,33.546881,35.625476,31.944114,125.778462,130.040000,121.516923,108.855556,109.900000,108.855556,113.683333,123.347440,27.602017,-67.573995,8.000000,44.000000
2025-10-02,120.000000,133.300000,118.000000,126.700000,55.092051,94.705325,40.515634,42.132532,44.930243,84.229791,40.148302,103.504052,57.772805,40.840624,40.209469,38.576718,35.033362,125.416154,129.829231,121.003077,110.933333,114.975000,110.933333,113.833333,123.147633,125.165890,-49.217815,4.000000,40.000000
2025-10-09,126.800000,134.600000,124.600000,134.200000,59.960796,96.791046,42.870183,42.814986,45.583745,93.202611,45.201094,114.393547,81.934971,50.130539,47.274619,41.873102,38.519209,125.319615,129.839231,120.800000,113.455556,122.025000,113.455556,114.822222,123.288696,163.936382,-28.917416,8.000000,36.000000
2025-10-16,131.000000,134.100000,129.100000,131.900000,57.888106,81.942499,45.268450,43.395493,46.118718,91.146290,49.576827,112.730694,100.044539,59.315096,53.508531,44.953867,41.838755,125.464615,129.895385,121.033846,116.255556,127.475000,116.255556,115.994444,123.339034,151.517094,-11.733177,4.000000,32.000000
2025-10-23,131.900000,138.000000,131.700000,132.000000,57.956156,82.121372,47.584526,43.969133,46.633389,86.951639,53.136333,107.796329,109.606155,67.135836,58.678797,47.686148,44.853564,125.997308,130.416923,121.577692,118.966667,131.200000,118.966667,117.383333,123.405217,141.408511,2.851746,100.000000,28.000000
2025-10-30,132.000000,146.000000,132.000000,145.400000,65.906451,94.022649,50.863739,44.877258,47.471348,86.028840,56.268952,115.541751,112.615580,77.941140,64.094317,50.636391,48.118205,126.914615,131.413077,122.416154,123.311111,135.875000,123.311111,118.461111,124.063478,144.748815,16.365753,100.000000,24.000000
2025-11-06,145.000000,146.600000,136.200000,140.000000,60.908070,67.044916,53.576268,45.545041,48.055553,81.062979,58.630288,105.475740,110.386129,87.447698,68.035405,53.020711,50.833308,128.108462,132.630000,123.586923,127.044444,137.325000,127.044444,119.294444,124.476908,114.506173,25.712459,100.000000,20.000000
2025-11-13,140.000000,144.100000,135.700000,142.000000,62.055872,71.575852,56.444087,46.246749,48.664263,77.547806,60.431957,103.358182,108.043001,96.960287,71.399479,55.209297,53.362443,129.301923,133.853077,124.750769,131.044444,139.850000,131.044444,120.255556,124.975169,94.706414,32.283312,96.000000,16.000000
2025-11-20,142.000000,142.000000,132.000000,136.700000,57.258022,46.282009,58.281165,46.723887,49.037904,61.634259,60.546462,78.167958,100.635908,101.168679,72.044096,56.207499,54.707488,130.218077,134.810769,125.625385,134.000000,141.025000,134.000000,121.266667,125.240290,66.617737,35.553257,92.000000,12.000000
2025-11-27,137.000000,139.800000,132.500000,134.200000,55.094214,37.024521,59.124415,47.094379,49.301222,51.627461,59.697033,59.216713,86.554648,100.020552,70.822440,56.338335,55.175077,131.204615,135.870769,126.538462,135.900000,138.225000,135.900000,122.377778,125.397391,52.878792,37.203308,88.000000,8.000000
2025-12-04,134.400000,137.000000,130.000000,135.600000,56.094838,46.083548,59.235836,47.499987,49.596597,43.130026,58.119223,44.132813,71.218916,93.423747,68.280571,55.807660,54.970796,132.131538,136.824615,127.438462,136.888889,137.125000,136.888889,123.911111,125.620773,39.558326,37.427596,84.000000,4.000000
2025-12-11,134.000000,145.500000,133.100000,144.800000,62.075302,77.701591,59.470781,48.170096,50.139149,53.603220,57.689127,55.717725,59.308802,86.904212,67.084110,55.803750,55.298922,133.439231,138.313077,128.565385,138.066667,137.825000,138.066667,125.761111,126.268502,78.185258,41.309278,80.000000,48.000000
2025-12-18,144.700000,144.900000,136.400000,140.000000,57.662156,53.258841,59.445676,48.643553,50.466237,59.014660,57.815368,58.788710,54.463990,80.910658,66.294072,55.933530,55.785916,134.693462,139.615385,129.771538,138.966667,138.650000,138.966667,127.611111,126.718551,71.524178,44.186887,76.000000,44.000000
2025-12-25,140.000000,144.000000,139.000000,140.400000,57.930566,55.027238,59.442832,49.123922,50.790773,61.995890,58.213513,61.970301,55.152387,75.818877,65.882284,56.195999,56.428317,135.630385,140.471538,130.789231,139.900000,140.200000,139.900000,129.433333,127.195845,75.964845,47.213360,72.000000,40.000000
2026-01-01,140.800000,141.900000,135.000000,137.900000,55.559761,40.619738,58.293200,49.503941,50.998120,49.635272,57.396538,39.288583,53.941330,67.346303,63.349550,55.460894,56.102861,136.057692,140.735385,131.380000,139.066667,140.775000,139.066667,131.188889,127.588213,27.687051,45.353711,68.000000,36.000000
2026-01-08,138.300000,138.300000,130.600000,134.400000,52.330833,26.209119,57.340174,49.742489,51.056064,40.618698,55.798648,32.041461,48.022264,59.186938,60.367828,54.442657,55.493864,136.136923,140.761538,131.512308,138.444444,138.175000,138.444444,132.744444,127.845507,-57.170543,35.589496,64.000000,32.000000
2026-01-15,135.000000,135.600000,128.000000,128.000000,46.956879,13.283351,55.662508,49.753165,50.877839,26.704069,53.027736,11.605076,36.226355,48.992149,55.723756,52.580154,54.041013,135.935385,140.574615,131.296154,136.888889,135.175000,136.888889,133.966667,127.852560,-133.907221,19.446952,60.000000,28.000000
2026-01-22,129.000000,131.700000,126.200000,130.000000,48.728801,29.566076,54.714817,49.840797,50.784402,23.019515,50.169810,14.490294,24.356353,41.916853,51.796760,50.924073,52.750966,135.469615,140.059231,130.880000,136.144444,132.575000,136.144444,135.072222,127.960676,-147.612551,3.536523,56.000000,24.000000
2026-01-29,130.000000,158.000000,126.200000,152.200000,63.359966,82.930733,55.633233,50.564871,51.331166,41.926720,49.384754,50.192471,27.082325,40.914159,51.643970,50.892264,53.047489,135.430385,140.446923,130.413846,138.144444,136.150000,138.144444,137.022222,129.050242,135.261408,16.081750,100.000000,20.000000
2026-02-05,152.200000,161.800000,148.400000,159.800000,66.847853,87.711698,56.828013,51.425881,52.005804,66.736169,51.037270,77.489184,38.444256,44.620423,54.105419,52.048652,54.518415,135.871923,140.937692,130.806154,140.833333,142.500000,140.833333,138.861111,130.463285,245.744505,37.954394,100.000000,16.000000
2026-02-12,159.800000,161.500000,149.100000,152.500000,60.855463,62.492588,56.692475,52.010806,52.390572,77.711673,53.577689,76.491835,54.665946,46.928657,56.237459,53.111399,55.903042,136.482692,141.600000,131.365385,141.688889,148.625000,141.688889,139.877778,131.549275,167.107438,50.254683,96.000000,12.000000
